,Munro Name,Time,Cloud Cover,Max Temperature (°C),Min Temperature (°C),Base Max Temperature (°C),Base Min Temperature (°C)
3,Sgurr Mhic Choinnich,AM,some clouds,10,9,15,14
4,Sgurr Mhic Choinnich,PM,cloudy,10,10,14,14
5,Sgurr Mhic Choinnich,night,rain shwrs,10,9,14,14
6,Sgurr Mhic Choinnich,AM,some clouds,11,10,14,14
7,Sgurr Mhic Choinnich,PM,light rain,11,10,14,14
8,Sgurr Mhic Choinnich,night,light rain,10,9,14,13
9,Sgurr Mhic Choinnich,AM,rain shwrs,8,8,14,14
10,Sgurr Mhic Choinnich,PM,rain shwrs,8,7,15,15
11,Sgurr Mhic Choinnich,night,light rain,6,5,14,13
12,Sgurr Mhic Choinnich,AM,cloudy,7,6,14,14
13,Sgurr Mhic Choinnich,PM,rain shwrs,8,7,14,13
14,Sgurr Mhic Choinnich,night,rain shwrs,9,8,13,12
15,Sgurr Mhic Choinnich,AM,light rain,11,10,14,13
16,Sgurr Mhic Choinnich,PM,light rain,11,11,13,13
17,Sgurr Mhic Choinnich,night,light rain,11,10,14,14
0,Sgùrr Mòr (Fannichs),AM,light rain,6,6,11,11
1,Sgùrr Mòr (Fannichs),PM,rain shwrs,7,7,12,12
2,Sgùrr Mòr (Fannichs),night,rain shwrs,8,6,10,9
3,Sgùrr Mòr (Fannichs),AM,clear,9,8,14,12
4,Sgùrr Mòr (Fannichs),PM,some clouds,10,10,15,14
5,Sgùrr Mòr (Fannichs),night,cloudy,9,8,12,12
6,Sgùrr Mòr (Fannichs),AM,light rain,10,9,15,13
7,Sgùrr Mòr (Fannichs),PM,some clouds,10,10,15,14
8,Sgùrr Mòr (Fannichs),night,light rain,9,7,12,11
9,Sgùrr Mòr (Fannichs),AM,light rain,7,6,11,10
10,Sgùrr Mòr (Fannichs),PM,rain shwrs,5,5,10,10
11,Sgùrr Mòr (Fannichs),night,rain shwrs,4,4,9,8
12,Sgùrr Mòr (Fannichs),AM,rain shwrs,5,4,10,9
13,Sgùrr Mòr (Fannichs),PM,light rain,6,5,10,9
14,Sgùrr Mòr (Fannichs),night,light rain,7,6,10,10
15,Sgùrr Mòr (Fannichs),AM,some clouds,10,8,14,11
16,Sgùrr Mòr (Fannichs),PM,cloudy,11,10,15,15
17,Sgùrr Mòr (Fannichs),night,light rain,11,9,13,12
0,Sgurr na Banachdich,AM,rain shwrs,7,7,15,14
1,Sgurr na Banachdich,PM,rain shwrs,8,8,15,14
2,Sgurr na Banachdich,night,rain shwrs,9,8,13,13
3,Sgurr na Banachdich,AM,some clouds,10,9,15,14
4,Sgurr na Banachdich,PM,light rain,10,10,14,14
5,Sgurr na Banachdich,night,rain shwrs,10,9,14,14
6,Sgurr na Banachdich,AM,rain shwrs,10,10,14,14
7,Sgurr na Banachdich,PM,light rain,11,10,14,14
8,Sgurr na Banachdich,night,light rain,10,8,14,13
9,Sgurr na Banachdich,AM,rain shwrs,8,7,15,14
10,Sgurr na Banachdich,PM,rain shwrs,7,7,15,15
11,Sgurr na Banachdich,night,light rain,6,5,14,13
12,Sgurr na Banachdich,AM,cloudy,7,6,14,14
13,Sgurr na Banachdich,PM,rain shwrs,8,7,14,13
14,Sgurr na Banachdich,night,rain shwrs,9,8,13,12
15,Sgurr na Banachdich,AM,light rain,11,10,14,13
16,Sgurr na Banachdich,PM,light rain,11,11,13,13
17,Sgurr na Banachdich,night,light rain,11,10,14,14
0,Sgùrr na Càrnach,AM,light rain,7,7,11,10
1,Sgùrr na Càrnach,PM,rain shwrs,8,7,12,11
2,Sgùrr na Càrnach,night,some clouds,8,7,10,10
3,Sgùrr na Càrnach,AM,some clouds,10,10,15,13
4,Sgùrr na Càrnach,PM,some clouds,11,11,15,14
5,Sgùrr na Càrnach,night,light rain,9,8,12,11
6,Sgùrr na Càrnach,AM,rain shwrs,11,10,15,13
7,Sgùrr na Càrnach,PM,cloudy,11,11,15,14
8,Sgùrr na Càrnach,night,light rain,10,9,12,12
9,Sgùrr na Càrnach,AM,light rain,8,8,11,11
10,Sgùrr na Càrnach,PM,light rain,8,7,12,11
11,Sgùrr na Càrnach,night,some clouds,6,5,10,9
12,Sgùrr na Càrnach,AM,rain shwrs,6,5,10,10
13,Sgùrr na Càrnach,PM,light rain,7,6,10,10
14,Sgùrr na Càrnach,night,light rain,8,7,10,9
15,Sgùrr na Càrnach,AM,some clouds,11,9,14,12
16,Sgùrr na Càrnach,PM,light rain,11,11,14,13
17,Sgùrr na Càrnach,night,light rain,11,10,12,12
0,Sgùrr na Cìche,AM,light rain,7,6,12,10
1,Sgùrr na Cìche,PM,rain shwrs,7,7,12,11
2,Sgùrr na Cìche,night,some clouds,8,7,10,10
3,Sgùrr na Cìche,AM,some clouds,10,10,15,13
4,Sgùrr na Cìche,PM,some clouds,11,10,15,14
5,Sgùrr na Cìche,night,rain shwrs,9,8,12,11
6,Sgùrr na Cìche,AM,light rain,10,9,14,13
7,Sgùrr na Cìche,PM,rain shwrs,11,10,15,13
8,Sgùrr na Cìche,night,light rain,10,9,12,11
9,Sgùrr na Cìche,AM,light rain,8,8,12,11
10,Sgùrr na Cìche,PM,rain shwrs,8,7,12,11
11,Sgùrr na Cìche,night,some clouds,5,4,9,9
12,Sgùrr na Cìche,AM,rain shwrs,6,5,10,10
13,Sgùrr na Cìche,PM,light rain,6,6,10,10
14,Sgùrr na Cìche,night,light rain,7,6,10,9
15,Sgùrr na Cìche,AM,cloudy,10,9,14,12
16,Sgùrr na Cìche,PM,light rain,11,11,13,12
17,Sgùrr na Cìche,night,light rain,10,10,12,12
0,Sgùrr na Ciste Duibhe,AM,light rain,7,7,11,10
1,Sgùrr na Ciste Duibhe,PM,rain shwrs,8,7,12,12
2,Sgùrr na Ciste Duibhe,night,some clouds,8,7,10,10
3,Sgùrr na Ciste Duibhe,AM,some clouds,10,10,15,13
4,Sgùrr na Ciste Duibhe,PM,some clouds,11,11,15,14
5,Sgùrr na Ciste Duibhe,night,light rain,9,8,12,11
6,Sgùrr na Ciste Duibhe,AM,rain shwrs,10,9,15,13
7,Sgùrr na Ciste Duibhe,PM,cloudy,11,11,15,14
8,Sgùrr na Ciste Duibhe,night,light rain,10,9,12,12
9,Sgùrr na Ciste Duibhe,AM,light rain,8,8,11,11
10,Sgùrr na Ciste Duibhe,PM,light rain,8,7,12,11
11,Sgùrr na Ciste Duibhe,night,some clouds,6,5,10,9
12,Sgùrr na Ciste Duibhe,AM,rain shwrs,6,5,10,10
13,Sgùrr na Ciste Duibhe,PM,light rain,6,6,10,10
14,Sgùrr na Ciste Duibhe,night,light rain,8,7,10,9
15,Sgùrr na Ciste Duibhe,AM,some clouds,11,9,14,12
16,Sgùrr na Ciste Duibhe,PM,light rain,11,11,14,13
17,Sgùrr na Ciste Duibhe,night,light rain,11,10,12,12
0,Sgùrr na Lapaich,AM,rain shwrs,6,6,12,11
1,Sgùrr na Lapaich,PM,rain shwrs,7,7,12,12
2,Sgùrr na Lapaich,night,some clouds,7,6,10,10
3,Sgùrr na Lapaich,AM,some clouds,9,9,15,13
4,Sgùrr na Lapaich,PM,some clouds,10,10,16,15
5,Sgùrr na Lapaich,night,light rain,9,8,13,11
6,Sgùrr na Lapaich,AM,rain shwrs,9,9,15,14
7,Sgùrr na Lapaich,PM,cloudy,10,10,16,15
8,Sgùrr na Lapaich,night,light rain,9,8,13,12
9,Sgùrr na Lapaich,AM,light rain,7,7,12,11
10,Sgùrr na Lapaich,PM,light rain,7,6,11,11
11,Sgùrr na Lapaich,night,some clouds,4,4,9,8
12,Sgùrr na Lapaich,AM,rain shwrs,5,4,10,10
13,Sgùrr na Lapaich,PM,light rain,6,5,10,10
14,Sgùrr na Lapaich,night,light rain,7,6,10,10
15,Sgùrr na Lapaich,AM,some clouds,10,8,15,12
16,Sgùrr na Lapaich,PM,cloudy,11,10,15,14
17,Sgùrr na Lapaich,night,light rain,11,9,13,12
0,Sgurr na Sgine,AM,light rain,8,7,16,14
1,Sgurr na Sgine,PM,rain shwrs,8,8,16,15
2,Sgurr na Sgine,night,some clouds,8,7,12,11
3,Sgurr na Sgine,AM,some clouds,11,10,19,16
4,Sgurr na Sgine,PM,some clouds,11,11,19,17
5,Sgurr na Sgine,night,rain shwrs,9,9,15,14
6,Sgurr na Sgine,AM,light rain,11,10,18,16
7,Sgurr na Sgine,PM,some clouds,11,11,19,16
8,Sgurr na Sgine,night,light rain,10,9,15,14
9,Sgurr na Sgine,AM,light rain,8,8,15,14
10,Sgurr na Sgine,PM,rain shwrs,8,8,16,15
11,Sgurr na Sgine,night,some clouds,6,5,13,12
12,Sgurr na Sgine,AM,rain shwrs,7,6,14,14
13,Sgurr na Sgine,PM,light rain,7,7,13,13
14,Sgurr na Sgine,night,light rain,8,7,12,12
15,Sgurr na Sgine,AM,some clouds,11,9,18,15
16,Sgurr na Sgine,PM,light rain,11,11,17,14
17,Sgurr na Sgine,night,light rain,11,10,15,14
0,Sgùrr nan Ceathramhnan,AM,light rain,6,6,11,11
1,Sgùrr nan Ceathramhnan,PM,rain shwrs,7,6,12,12
2,Sgùrr nan Ceathramhnan,night,some clouds,8,6,10,10
3,Sgùrr nan Ceathramhnan,AM,some clouds,9,9,15,13
4,Sgùrr nan Ceathramhnan,PM,some clouds,10,9,15,15
5,Sgùrr nan Ceathramhnan,night,light rain,9,8,12,12
6,Sgùrr nan Ceathramhnan,AM,rain shwrs,9,9,15,13
7,Sgùrr nan Ceathramhnan,PM,cloudy,10,10,16,14
8,Sgùrr nan Ceathramhnan,night,light rain,9,8,13,12
9,Sgùrr nan Ceathramhnan,AM,light rain,7,7,12,12
10,Sgùrr nan Ceathramhnan,PM,light rain,7,6,11,11
11,Sgùrr nan Ceathramhnan,night,rain shwrs,4,4,10,8
12,Sgùrr nan Ceathramhnan,AM,rain shwrs,5,4,10,10
13,Sgùrr nan Ceathramhnan,PM,light rain,6,5,10,10
14,Sgùrr nan Ceathramhnan,night,light rain,7,6,10,9
15,Sgùrr nan Ceathramhnan,AM,some clouds,9,8,15,12
16,Sgùrr nan Ceathramhnan,PM,cloudy,11,10,15,14
17,Sgùrr nan Ceathramhnan,night,light rain,11,9,12,12
0,Sgùrr nan Ceathramhnan,AM,light rain,6,6,11,11
1,Sgùrr nan Ceathramhnan,PM,rain shwrs,7,6,12,12
2,Sgùrr nan Ceathramhnan,night,some clouds,8,6,10,10
3,Sgùrr nan Ceathramhnan,AM,some clouds,9,9,15,13
4,Sgùrr nan Ceathramhnan,PM,some clouds,10,9,15,15
5,Sgùrr nan Ceathramhnan,night,light rain,9,8,12,12
6,Sgùrr nan Ceathramhnan,AM,rain shwrs,9,9,15,13
7,Sgùrr nan Ceathramhnan,PM,cloudy,10,10,16,14
8,Sgùrr nan Ceathramhnan,night,light rain,9,8,13,12
9,Sgùrr nan Ceathramhnan,AM,light rain,7,7,12,11
10,Sgùrr nan Ceathramhnan,PM,light rain,7,6,11,11
11,Sgùrr nan Ceathramhnan,night,rain shwrs,4,4,10,8
12,Sgùrr nan Ceathramhnan,AM,rain shwrs,5,4,10,10
13,Sgùrr nan Ceathramhnan,PM,light rain,6,5,10,10
14,Sgùrr nan Ceathramhnan,night,light rain,7,6,10,9
15,Sgùrr nan Ceathramhnan,AM,some clouds,9,8,15,12
16,Sgùrr nan Ceathramhnan,PM,cloudy,11,10,15,14
17,Sgùrr nan Ceathramhnan,night,light rain,11,9,12,12
0,Sgurr nan Clach Geala,AM,light rain,7,6,11,11
1,Sgurr nan Clach Geala,PM,rain shwrs,7,7,12,12
2,Sgurr nan Clach Geala,night,rain shwrs,8,7,10,9
3,Sgurr nan Clach Geala,AM,clear,9,8,14,12
4,Sgurr nan Clach Geala,PM,some clouds,10,10,15,14
5,Sgurr nan Clach Geala,night,cloudy,9,8,12,12
6,Sgurr nan Clach Geala,AM,light rain,10,9,15,13
7,Sgurr nan Clach Geala,PM,some clouds,10,10,15,14
8,Sgurr nan Clach Geala,night,light rain,9,7,12,11
9,Sgurr nan Clach Geala,AM,light rain,7,6,11,10
10,Sgurr nan Clach Geala,PM,rain shwrs,6,5,10,10
11,Sgurr nan Clach Geala,night,rain shwrs,4,4,9,8
12,Sgurr nan Clach Geala,AM,rain shwrs,5,4,10,9
13,Sgurr nan Clach Geala,PM,light rain,6,6,10,9
14,Sgurr nan Clach Geala,night,light rain,7,6,10,10
15,Sgurr nan Clach Geala,AM,some clouds,10,8,14,11
16,Sgurr nan Clach Geala,PM,cloudy,11,10,15,15
17,Sgurr nan Clach Geala,night,light rain,11,9,13,12
0,Sgurr nan Each,AM,light rain,8,8,14,14
1,Sgurr nan Each,PM,rain shwrs,8,8,15,15
2,Sgurr nan Each,night,rain shwrs,8,8,13,11
3,Sgurr nan Each,AM,clear,10,10,17,15
4,Sgurr nan Each,PM,some clouds,11,11,18,17
5,Sgurr nan Each,night,cloudy,10,9,15,14
6,Sgurr nan Each,AM,light rain,11,10,18,16
7,Sgurr nan Each,PM,some clouds,12,11,18,17
8,Sgurr nan Each,night,light rain,10,8,14,13
9,Sgurr nan Each,AM,light rain,8,8,13,13
10,Sgurr nan Each,PM,rain shwrs,7,6,13,13
11,Sgurr nan Each,night,rain shwrs,6,5,12,11
12,Sgurr nan Each,AM,rain shwrs,6,6,13,13
13,Sgurr nan Each,PM,light rain,7,7,12,12
14,Sgurr nan Each,night,light rain,8,7,12,11
15,Sgurr nan Each,AM,some clouds,11,9,17,13
16,Sgurr nan Each,PM,cloudy,12,12,18,17
17,Sgurr nan Each,night,light rain,11,10,14,14
0,Sgurr nan Gillean,AM,rain shwrs,7,7,15,14
1,Sgurr nan Gillean,PM,clear,8,8,15,14
2,Sgurr nan Gillean,night,some clouds,9,8,13,13
3,Sgurr nan Gillean,AM,some clouds,10,9,15,14
4,Sgurr nan Gillean,PM,cloudy,10,10,15,14
5,Sgurr nan Gillean,night,rain shwrs,9,9,14,14
6,Sgurr nan Gillean,AM,some clouds,11,10,15,14
7,Sgurr nan Gillean,PM,light rain,11,10,14,14
8,Sgurr nan Gillean,night,light rain,10,8,14,13
9,Sgurr nan Gillean,AM,rain shwrs,8,7,14,14
10,Sgurr nan Gillean,PM,rain shwrs,7,7,15,14
11,Sgurr nan Gillean,night,light rain,6,5,14,13
12,Sgurr nan Gillean,AM,cloudy,7,6,14,14
13,Sgurr nan Gillean,PM,rain shwrs,8,7,14,13
14,Sgurr nan Gillean,night,rain shwrs,9,8,13,12
15,Sgurr nan Gillean,AM,light rain,11,10,14,13
16,Sgurr nan Gillean,PM,light rain,11,11,13,13
17,Sgurr nan Gillean,night,light rain,11,10,14,14
0,Sgurr Thearlaich,AM,rain shwrs,7,7,15,14
1,Sgurr Thearlaich,PM,clear,8,8,15,14
2,Sgurr Thearlaich,night,some clouds,9,8,13,13
3,Sgurr Thearlaich,AM,some clouds,10,9,15,14
4,Sgurr Thearlaich,PM,cloudy,10,9,14,14
5,Sgurr Thearlaich,night,rain shwrs,9,9,14,14
6,Sgurr Thearlaich,AM,some clouds,10,10,14,14
7,Sgurr Thearlaich,PM,light rain,11,10,14,14
8,Sgurr Thearlaich,night,light rain,10,8,14,13
9,Sgurr Thearlaich,AM,rain shwrs,8,7,14,14
10,Sgurr Thearlaich,PM,rain shwrs,7,7,15,15
11,Sgurr Thearlaich,night,light rain,6,5,14,13
12,Sgurr Thearlaich,AM,cloudy,7,6,14,14
13,Sgurr Thearlaich,PM,rain shwrs,8,7,14,13
14,Sgurr Thearlaich,night,rain shwrs,9,8,13,12
15,Sgurr Thearlaich,AM,light rain,11,9,14,13
16,Sgurr Thearlaich,PM,light rain,11,11,13,13
17,Sgurr Thearlaich,night,light rain,11,10,14,14
0,Sgurr Thuilm,AM,light rain,8,7,16,14
1,Sgurr Thuilm,PM,rain shwrs,8,8,16,16
2,Sgurr Thuilm,night,some clouds,9,8,12,11
3,Sgurr Thuilm,AM,some clouds,11,10,19,16
4,Sgurr Thuilm,PM,some clouds,11,11,19,18
5,Sgurr Thuilm,night,rain shwrs,9,9,15,14
6,Sgurr Thuilm,AM,light rain,11,10,19,17
7,Sgurr Thuilm,PM,rain shwrs,11,11,19,17
8,Sgurr Thuilm,night,light rain,10,9,15,14
9,Sgurr Thuilm,AM,light rain,9,9,15,14
10,Sgurr Thuilm,PM,rain shwrs,9,8,16,16
11,Sgurr Thuilm,night,some clouds,6,5,13,12
12,Sgurr Thuilm,AM,some clouds,7,6,15,14
13,Sgurr Thuilm,PM,light rain,7,7,13,13
14,Sgurr Thuilm,night,light rain,8,7,13,12
15,Sgurr Thuilm,AM,cloudy,11,10,16,15
16,Sgurr Thuilm,PM,light rain,11,11,15,13
17,Sgurr Thuilm,night,light rain,11,10,14,13
0,Slioch,AM,rain shwrs,7,7,14,14
1,Slioch,PM,rain shwrs,8,8,15,15
2,Slioch,night,rain shwrs,8,7,12,11
3,Slioch,AM,some clouds,10,10,17,15
4,Slioch,PM,some clouds,11,10,18,17
5,Slioch,night,light rain,9,8,14,14
6,Slioch,AM,rain shwrs,11,10,18,16
7,Slioch,PM,cloudy,11,11,19,17
8,Slioch,night,light rain,10,8,15,13
9,Slioch,AM,light rain,7,7,13,13
10,Slioch,PM,rain shwrs,6,6,14,13
11,Slioch,night,rain shwrs,5,5,12,11
12,Slioch,AM,rain shwrs,6,5,13,13
13,Slioch,PM,light rain,7,6,12,12
14,Slioch,night,light rain,8,7,12,11
15,Slioch,AM,some clouds,11,9,17,14
16,Slioch,PM,cloudy,12,11,18,16
17,Slioch,night,light rain,11,10,14,14
0,Sròn a' Choire Ghairbh,AM,rain shwrs,9,7,16,14
1,Sròn a' Choire Ghairbh,PM,rain shwrs,9,9,16,16
2,Sròn a' Choire Ghairbh,night,some clouds,8,8,12,10
3,Sròn a' Choire Ghairbh,AM,clear,11,10,19,16
4,Sròn a' Choire Ghairbh,PM,some clouds,12,12,20,19
5,Sròn a' Choire Ghairbh,night,some clouds,10,9,14,12
6,Sròn a' Choire Ghairbh,AM,rain shwrs,11,10,19,17
7,Sròn a' Choire Ghairbh,PM,cloudy,12,12,20,19
8,Sròn a' Choire Ghairbh,night,light rain,10,10,14,14
9,Sròn a' Choire Ghairbh,AM,light rain,10,9,15,14
10,Sròn a' Choire Ghairbh,PM,light rain,9,9,16,15
11,Sròn a' Choire Ghairbh,night,rain shwrs,7,5,13,11
12,Sròn a' Choire Ghairbh,AM,rain shwrs,7,6,14,14
13,Sròn a' Choire Ghairbh,PM,cloudy,7,7,13,13
14,Sròn a' Choire Ghairbh,night,cloudy,8,7,12,12
15,Sròn a' Choire Ghairbh,AM,some clouds,12,10,18,15
16,Sròn a' Choire Ghairbh,PM,cloudy,11,11,17,14
17,Sròn a' Choire Ghairbh,night,light rain,11,10,14,13
0,The Saddle,AM,light rain,7,7,11,10
1,The Saddle,PM,rain shwrs,8,7,12,11
2,The Saddle,night,some clouds,8,7,10,10
3,The Saddle,AM,some clouds,10,10,14,13
4,The Saddle,PM,some clouds,11,10,15,14
5,The Saddle,night,rain shwrs,9,8,12,11
6,The Saddle,AM,light rain,11,9,14,13
7,The Saddle,PM,some clouds,11,10,15,13
8,The Saddle,night,light rain,10,9,12,11
9,The Saddle,AM,light rain,8,8,11,11
10,The Saddle,PM,rain shwrs,8,7,12,11
11,The Saddle,night,some clouds,6,5,9,9
12,The Saddle,AM,rain shwrs,6,5,10,10
13,The Saddle,PM,light rain,7,6,10,10
14,The Saddle,night,light rain,8,7,10,9
15,The Saddle,AM,some clouds,11,9,14,12
16,The Saddle,PM,light rain,11,11,14,13
17,The Saddle,night,light rain,11,10,12,12
